traffic_level,road_condition,weather_severity,road_capacity,historical_delay,distance,demand_level,vehicle_load,previous_disruptions,disruption_prob,disruption
0.387,0.202,0.192,0.717,65.7,78.7,0.963,0.411,0,0.983,1
0.663,0.463,0.667,0.32,21.0,61.1,0.872,0.749,0,0.992,1
0.897,0.764,0.623,0.946,31.6,32.6,0.541,0.802,4,0.989,1
0.654,0.734,0.602,0.506,16.8,61.2,0.716,0.708,2,0.976,1
0.31,0.48,0.49,0.784,15.3,5.3,0.342,0.4,2,0.898,1
0.122,0.412,0.529,0.216,15.8,34.1,0.648,0.612,1,0.968,1
0.883,0.458,0.334,0.364,68.0,35.7,0.985,0.549,2,0.999,1
0.119,0.338,0.519,0.59,13.9,15.8,0.615,0.647,1,0.918,1
0.887,0.285,0.198,0.903,47.8,3.9,0.942,0.909,1,0.985,1
0.576,0.535,0.805,0.622,26.3,13.1,0.526,0.843,1,0.99,1
0.945,0.342,0.186,0.944,24.3,56.3,0.999,0.359,1,0.94,1
0.819,0.359,0.085,0.587,26.1,68.6,0.663,0.923,0,0.951,1
0.998,0.691,0.436,0.592,37.8,84.0,0.234,0.63,1,0.988,1
0.416,0.972,0.658,0.296,55.5,30.7,0.669,0.821,1,0.992,1
0.79,0.643,0.438,0.842,49.2,51.7,0.42,0.398,2,0.986,1
0.462,0.169,0.277,0.398,15.4,79.8,0.226,0.77,1,0.976,1
0.532,0.168,0.558,0.92,17.0,15.9,0.857,0.465,3,0.983,1
0.665,0.956,0.347,0.929,20.0,61.6,0.421,0.607,2,0.734,0
0.886,0.368,0.933,0.955,60.5,64.7,0.837,0.312,3,1.0,1
0.986,0.183,0.923,0.616,53.4,9.4,0.431,0.406,2,1.0,1
0.791,0.639,0.502,0.742,42.2,73.5,0.355,0.364,4,0.994,1
0.476,0.661,0.328,0.823,19.4,69.5,0.979,0.468,0,0.69,0
0.479,0.684,0.737,0.305,22.5,4.8,0.489,0.37,3,0.992,1
0.764,0.341,0.037,0.681,28.5,9.6,0.681,0.784,4,0.983,1
0.315,0.114,0.475,0.227,12.3,6.1,0.688,0.32,2,0.988,1
0.199,0.969,0.336,0.598,15.5,29.8,0.648,0.732,5,0.857,1
0.419,0.326,0.921,0.324,10.9,44.3,0.932,0.398,2,0.995,1
0.359,0.708,0.012,0.346,11.1,46.2,0.74,0.962,1,0.734,1
0.367,0.736,0.553,0.492,41.8,24.2,0.523,0.953,2,0.986,1
0.31,0.649,0.741,0.546,28.7,77.7,0.89,0.458,3,0.986,1
0.138,0.382,0.485,0.699,11.7,32.6,0.345,0.73,0,0.805,1
0.116,0.344,0.085,0.26,13.8,5.8,0.635,0.32,1,0.815,1
0.989,0.638,0.972,0.603,31.7,26.9,0.96,0.952,1,0.998,1
0.485,0.879,0.518,0.346,32.4,46.1,0.7,0.666,1,0.967,1
0.446,0.952,0.614,0.659,34.1,35.9,0.854,0.33,2,0.941,1
0.712,0.195,0.237,0.71,39.4,24.7,0.723,0.54,4,0.996,1
0.296,0.239,0.483,0.645,26.6,12.9,0.871,0.354,4,0.989,1
0.955,0.95,0.429,0.791,27.3,70.0,0.956,0.575,3,0.961,1
0.808,0.763,0.075,0.468,26.4,84.7,0.418,0.769,2,0.942,1
0.18,0.895,0.106,0.812,14.0,29.4,0.336,0.629,6,0.689,1
0.476,0.282,0.837,0.546,17.9,33.7,0.587,0.569,4,0.998,1
0.891,0.629,0.24,0.587,43.4,53.3,0.761,0.383,0,0.968,1
0.95,0.731,0.195,0.718,29.7,61.6,0.382,0.471,1,0.925,1
0.521,0.712,0.505,0.215,15.2,34.5,0.203,0.37,1,0.957,1
0.652,0.467,0.769,0.723,23.9,77.1,0.474,0.865,2,0.992,1
0.25,0.114,0.062,0.695,64.9,48.5,0.975,0.395,1,0.981,1
0.992,0.625,0.577,0.448,28.6,39.4,0.756,0.717,0,0.991,1
0.309,0.328,0.119,0.269,21.9,55.7,0.521,0.54,0,0.913,0
0.948,0.505,0.036,0.273,32.2,81.1,0.354,0.458,1,0.981,1
0.685,0.962,0.053,0.939,18.2,67.9,0.485,0.748,1,0.381,1
0.647,0.459,0.834,0.751,26.2,5.3,0.336,0.62,0,0.985,0
0.561,0.856,0.118,0.302,32.2,29.6,0.285,0.58,1,0.906,1
0.308,0.27,0.045,0.485,18.5,41.1,0.925,0.715,2,0.919,1
0.259,0.705,0.438,0.674,37.3,28.1,0.998,0.644,2,0.937,1
0.298,0.979,0.844,0.868,12.6,60.1,0.331,0.512,2,0.826,1
0.268,0.192,0.262,0.235,8.0,70.6,0.244,0.691,0,0.939,1
0.802,0.107,0.422,0.389,61.4,62.7,0.464,0.769,2,1.0,1
0.415,0.49,0.04,0.912,17.5,84.1,0.569,0.319,2,0.646,0
0.152,0.183,0.449,0.207,16.7,24.6,0.364,0.626,2,0.987,1
0.972,0.774,0.578,0.361,47.9,74.6,0.441,0.34,1,0.996,1
0.895,0.923,0.571,0.967,28.3,65.6,0.361,0.43,2,0.941,1
0.935,0.491,0.332,0.691,42.3,32.1,0.819,0.692,3,0.995,1
0.995,0.333,0.316,0.409,27.1,62.9,0.77,0.906,1,0.995,1
0.257,0.491,0.107,0.254,11.6,10.6,0.708,0.918,2,0.92,1
0.457,0.751,0.367,0.223,13.8,67.5,0.51,0.349,0,0.861,1
0.782,0.108,0.099,0.396,44.6,46.2,0.927,0.593,3,0.998,1
0.726,0.631,0.767,0.905,21.9,26.3,0.976,0.708,1,0.968,1
0.239,0.652,0.966,0.533,24.9,56.4,0.339,0.403,4,0.994,1
0.834,0.674,0.97,0.776,63.9,55.3,0.378,0.836,2,0.999,1
0.302,0.318,0.865,0.935,18.8,19.4,0.621,0.821,2,0.978,1
0.301,0.743,0.601,0.526,19.2,4.5,0.273,0.932,1,0.931,1
0.583,0.182,0.701,0.353,23.9,38.0,0.549,0.306,1,0.996,1
0.634,0.279,0.285,0.614,21.8,49.3,0.665,0.452,2,0.975,1
0.622,0.89,0.631,0.926,25.2,74.8,0.618,0.879,3,0.943,1
0.182,0.765,0.456,0.843,18.4,79.0,0.465,0.769,1,0.639,0
0.89,0.112,0.482,0.253,86.3,45.9,0.634,0.926,3,1.0,1
0.339,0.324,0.758,0.754,50.1,64.6,0.967,0.34,2,0.996,1
0.217,0.293,0.282,0.658,35.1,38.5,0.365,0.718,2,0.963,1
0.9,0.344,0.318,0.926,55.5,63.9,0.724,0.698,1,0.991,1
0.96,0.323,0.925,0.298,33.5,19.0,0.235,0.325,2,1.0,1
0.876,0.156,0.056,0.627,38.0,32.8,0.253,0.659,1,0.987,1
0.829,0.513,0.486,0.904,54.5,54.6,0.641,0.727,2,0.994,1
0.69,0.759,0.913,0.528,24.7,3.5,0.284,0.434,3,0.995,1
0.596,0.646,0.61,0.586,63.9,62.0,0.218,0.491,2,0.997,1
0.178,0.706,0.546,0.256,12.5,71.3,0.337,0.748,1,0.93,1
0.468,0.173,0.25,0.423,25.5,35.1,0.652,0.628,1,0.98,1
0.435,0.956,0.343,0.46,29.4,39.2,0.763,0.901,0,0.846,1
0.334,0.855,0.852,0.956,53.5,72.7,0.362,0.54,0,0.955,0
0.751,0.825,0.559,0.426,23.0,66.4,0.735,0.487,2,0.98,1
0.546,0.841,0.515,0.569,34.2,25.9,0.346,0.989,1,0.963,1
0.173,0.939,0.1,0.737,15.4,28.9,0.691,0.938,2,0.36,0
0.298,0.59,0.016,0.33,12.1,58.3,0.53,0.32,2,0.751,1
0.715,0.28,0.964,0.589,40.4,48.7,0.723,0.84,0,0.999,1
0.169,0.655,0.377,0.791,16.3,15.5,0.996,0.377,2,0.716,1
0.866,0.769,0.603,0.893,37.9,27.7,0.95,0.319,2,0.981,1
0.546,0.764,0.08,0.701,19.5,76.7,0.203,0.492,1,0.633,1
0.533,0.569,0.683,0.735,23.2,59.1,0.908,0.489,1,0.964,1
0.633,0.162,0.933,0.301,30.2,83.8,0.253,0.874,1,0.999,1
0.842,0.434,0.576,0.957,28.8,65.7,0.962,0.797,3,0.99,1
0.413,0.929,0.126,0.306,13.6,80.2,0.425,0.987,1,0.766,1
0.71,0.626,0.582,0.82,66.7,19.9,0.506,0.798,2,0.996,1
0.609,0.584,0.766,0.412,26.0,66.0,0.273,0.593,0,0.988,1
0.34,0.342,0.406,0.947,28.4,3.7,0.29,0.789,0,0.862,0
0.891,0.432,0.88,0.776,30.2,57.7,0.781,1.0,0,0.995,1
0.818,0.906,0.649,0.803,27.0,41.0,0.955,0.797,3,0.978,1
0.693,0.7,0.899,0.375,25.2,30.8,0.689,0.833,0,0.994,1
0.866,0.809,0.624,0.554,29.5,73.6,0.773,0.957,0,0.981,1
0.881,0.509,0.131,0.694,33.8,72.9,0.81,0.38,2,0.968,0
0.738,0.667,0.31,0.816,30.2,3.9,0.41,0.793,0,0.883,0
0.853,0.324,0.202,0.283,31.6,52.6,0.236,0.896,0,0.992,1
0.728,0.735,0.909,0.97,20.4,32.5,0.201,0.968,1,0.965,1
0.712,0.485,0.76,0.912,28.1,36.5,0.481,0.448,1,0.982,1
0.657,0.498,0.676,0.416,19.2,71.1,0.393,0.653,0,0.985,1
0.777,0.684,0.301,0.858,21.5,27.7,0.25,0.776,0,0.812,1
0.243,0.943,0.184,0.615,46.5,80.3,0.344,0.473,3,0.88,1
0.893,0.158,0.756,0.569,36.3,16.9,0.3,0.72,1,0.999,1
0.885,0.842,0.474,0.452,38.3,57.0,0.932,0.48,1,0.984,1
0.126,0.363,0.226,0.665,10.9,57.8,0.312,0.533,0,0.622,1
0.843,0.5,0.617,0.784,57.0,22.9,0.63,0.609,3,0.998,1
0.216,0.12,0.04,0.529,20.6,29.0,0.674,0.67,1,0.898,1
0.402,0.371,0.326,0.703,32.0,71.3,0.635,0.615,3,0.976,1
0.769,0.552,0.469,0.759,26.1,65.2,0.279,0.645,2,0.976,1
0.245,0.151,0.148,0.769,54.4,29.3,0.455,0.509,2,0.979,1
0.836,0.542,0.985,0.242,46.7,46.3,0.241,0.411,0,0.999,1
0.849,0.934,0.209,0.888,50.1,7.1,0.517,0.333,1,0.903,0
0.557,0.195,0.13,0.567,16.8,19.3,0.351,0.437,1,0.934,1
0.106,0.788,0.204,0.41,7.4,42.3,0.649,0.707,0,0.447,0
0.358,0.469,0.769,0.393,14.0,9.1,0.754,0.85,5,0.997,1
0.655,0.69,0.426,0.586,21.1,72.0,0.626,0.418,0,0.9,1
0.983,0.334,0.565,0.909,53.6,61.6,0.547,0.376,4,0.999,1
0.669,0.244,0.021,0.503,17.2,80.3,0.51,0.825,0,0.923,1
0.334,0.244,0.034,0.8,9.5,59.6,0.873,0.514,0,0.563,0
0.671,0.163,0.446,0.277,21.6,80.1,0.375,0.966,0,0.995,1
0.586,0.267,0.817,0.581,18.0,48.0,0.787,0.8,0,0.992,1
0.802,0.698,0.885,0.993,24.0,51.8,0.806,0.529,1,0.974,1
0.196,0.894,0.087,0.816,28.9,83.1,0.535,0.503,0,0.282,0
0.785,0.833,0.538,0.368,32.0,55.3,0.438,0.667,1,0.986,1
0.587,0.717,0.913,0.601,14.8,4.6,0.576,0.355,1,0.975,1
0.967,0.199,0.388,0.387,32.6,62.1,0.275,0.382,2,0.998,1
0.408,0.36,0.83,0.528,18.1,77.2,0.237,0.423,0,0.982,1
0.669,0.379,0.134,0.824,18.5,68.0,0.289,0.842,3,0.937,1
0.939,0.325,0.935,0.817,40.4,50.5,0.35,0.66,3,0.999,1
0.192,0.564,0.751,0.382,23.0,57.7,0.603,0.307,3,0.986,1
0.944,0.582,0.941,0.938,42.7,84.2,0.879,0.771,1,0.996,1
0.719,0.421,0.677,0.674,37.5,9.5,0.389,0.597,0,0.991,1
0.161,0.418,0.363,0.504,4.0,57.4,0.948,0.658,1,0.818,1
0.371,0.846,0.938,0.602,55.4,25.5,0.964,0.45,2,0.995,1
0.737,0.81,0.276,0.684,43.7,55.1,0.967,0.686,2,0.965,1
0.161,0.377,0.332,0.648,39.2,52.4,0.87,0.985,1,0.953,1
0.624,0.922,0.701,0.589,15.8,14.7,0.491,0.351,1,0.922,1
0.411,0.958,0.765,0.604,51.0,19.2,0.258,0.499,1,0.98,1
0.659,0.394,0.929,0.341,41.4,53.6,0.655,0.47,3,1.0,1
0.141,0.419,0.205,0.85,30.8,12.6,0.647,0.474,1,0.761,0
0.884,0.555,0.798,0.633,23.6,24.0,0.88,0.565,1,0.993,1
0.976,0.947,0.739,0.305,44.5,71.3,0.997,0.873,1,0.998,1
0.972,0.889,0.064,0.813,72.6,29.1,0.607,0.939,2,0.983,1
0.775,0.192,0.387,0.946,36.4,42.5,0.476,0.442,0,0.975,1
0.217,0.453,0.283,0.958,18.1,80.1,0.349,0.68,2,0.732,1
0.782,0.598,0.304,0.495,63.2,20.9,0.204,0.746,4,0.999,1
0.122,0.553,0.983,0.308,11.8,34.3,0.607,0.665,1,0.985,1
0.12,0.274,0.643,0.615,16.7,52.3,0.644,0.604,2,0.97,1
0.391,0.873,0.718,0.29,19.5,64.7,0.86,0.434,1,0.958,1
0.54,0.709,0.977,0.947,54.0,76.8,0.604,0.642,0,0.989,1
0.793,0.854,0.377,0.347,21.0,78.0,0.933,0.581,5,0.991,1
0.715,0.873,0.802,0.402,28.3,66.5,0.702,0.857,0,0.987,1
0.501,0.774,0.435,0.525,30.0,21.0,0.872,0.835,0,0.924,1
0.346,0.495,0.87,0.507,32.2,4.1,0.319,0.394,2,0.994,1
0.997,0.649,0.181,0.836,38.1,33.9,0.884,0.362,3,0.976,1
0.484,0.244,0.948,0.565,48.0,13.7,0.74,0.936,2,0.999,1
0.506,0.706,0.219,0.337,55.4,61.0,0.336,0.675,1,0.983,1
0.247,0.261,0.326,0.414,7.2,56.9,0.352,0.9,0,0.909,1
0.815,0.725,0.756,0.607,28.1,5.6,0.941,0.341,1,0.987,1
0.724,0.307,0.394,0.318,18.5,71.4,0.226,0.669,2,0.994,1
0.299,0.206,0.608,0.689,13.5,22.6,0.57,0.678,2,0.975,1
0.174,0.249,0.445,0.653,15.9,37.9,0.451,0.902,1,0.931,1
0.712,0.102,0.742,0.772,54.1,57.4,0.732,0.368,3,0.999,1
0.689,0.747,0.228,0.95,45.3,37.6,0.872,0.468,1,0.889,1
0.346,0.759,0.058,0.93,10.7,38.6,0.488,0.585,1,0.255,0
0.956,0.563,0.3,0.957,25.4,7.4,0.542,0.906,0,0.897,1
0.236,0.245,0.474,0.396,19.2,35.3,0.986,0.957,3,0.991,1
0.489,0.175,0.168,0.305,23.6,65.5,0.827,0.995,6,0.998,1
0.949,0.117,0.355,0.442,28.4,78.0,0.918,0.971,4,0.999,1
0.478,0.249,0.4,0.916,46.4,36.3,0.551,0.304,2,0.985,1
0.675,0.902,0.057,0.978,56.2,37.2,0.387,0.333,1,0.81,1
0.458,0.317,0.583,0.887,19.2,60.3,0.529,0.403,0,0.923,1
0.347,0.419,0.884,0.288,41.8,80.3,0.773,0.544,0,0.997,1
0.986,0.195,0.152,0.958,31.9,24.2,0.288,0.881,2,0.981,1
0.468,0.3,0.598,0.539,31.7,38.5,0.416,0.925,4,0.998,1
0.905,0.567,0.665,0.207,32.3,68.1,0.237,0.431,1,0.998,1
0.307,0.647,0.419,0.554,9.6,52.6,0.546,0.734,2,0.876,0
0.292,0.321,0.701,0.237,46.7,11.2,0.862,0.942,1,0.999,1
0.128,0.152,0.411,0.635,12.3,54.1,0.22,0.625,2,0.942,1
0.687,0.452,0.505,0.471,37.1,17.5,0.74,0.372,0,0.987,1
0.432,0.311,0.007,0.579,17.7,44.3,0.946,0.62,0,0.784,1
0.878,0.298,0.692,0.691,22.2,45.9,0.39,0.563,3,0.997,1
0.526,0.964,0.661,0.895,14.7,74.7,0.755,0.704,0,0.689,1
0.971,0.655,0.038,0.73,34.6,40.4,0.98,0.607,2,0.949,1
0.267,0.601,0.368,0.547,24.2,25.2,0.97,0.312,2,0.907,1
0.882,0.474,0.979,0.856,28.2,21.2,0.388,0.996,1,0.996,1
0.799,0.486,0.421,0.924,37.8,74.6,0.28,0.68,2,0.981,1
0.794,0.587,0.502,0.296,37.8,16.2,0.319,0.632,0,0.993,1
0.86,0.727,0.91,0.626,39.8,37.3,0.762,0.968,3,0.999,1
0.785,0.732,0.717,0.428,29.8,17.5,0.781,0.409,5,0.998,1
0.664,0.255,0.582,0.238,53.5,66.2,0.739,0.432,3,1.0,1
0.218,0.55,0.798,0.735,15.5,41.4,0.469,0.866,1,0.939,1
0.129,0.471,0.864,0.89,12.2,31.1,0.336,0.483,0,0.864,1
0.929,0.883,0.457,0.33,26.6,32.0,0.665,0.859,2,0.99,1
0.655,0.668,0.475,0.85,21.9,72.7,0.587,0.49,0,0.858,1
0.817,0.579,0.386,0.883,21.1,48.0,0.783,0.323,0,0.881,0
0.533,0.204,0.967,0.931,28.4,61.6,0.553,0.662,2,0.996,1
0.206,0.645,0.697,0.412,9.4,76.5,0.471,0.438,0,0.886,0
0.213,0.205,0.083,0.923,10.8,76.8,0.435,0.83,2,0.689,1
0.717,0.403,0.863,0.457,40.0,29.3,0.369,0.749,3,0.999,1
0.487,0.229,0.481,0.642,18.1,81.1,0.413,0.947,1,0.977,1
0.28,0.723,0.069,0.24,11.2,4.1,0.276,0.848,1,0.772,1
0.542,0.286,0.55,0.235,16.3,33.3,0.477,0.427,3,0.996,1
0.158,0.453,0.417,0.776,26.3,76.4,0.229,0.86,1,0.875,1
0.624,0.906,0.878,0.556,17.7,24.8,0.349,0.749,4,0.992,1
0.342,0.284,0.204,0.405,17.6,24.7,0.797,0.768,1,0.947,1
0.818,0.557,0.826,0.352,31.1,27.1,0.46,0.883,7,1.0,1
0.379,0.477,0.558,0.736,26.9,52.8,0.735,0.702,2,0.968,1
0.51,0.116,0.055,0.2,27.8,38.4,0.774,0.626,4,0.996,1
0.11,0.813,0.972,0.845,27.7,62.3,0.665,0.746,2,0.948,1
0.165,0.162,0.513,0.263,4.8,76.3,0.967,0.509,0,0.952,1
0.453,0.527,0.291,0.353,16.6,58.0,0.217,0.428,4,0.976,1
0.532,0.605,0.469,0.509,18.2,19.0,0.791,0.732,1,0.952,1
0.64,0.666,0.858,0.588,18.4,79.4,0.967,0.464,1,0.983,1
0.362,0.72,0.305,0.484,14.2,24.0,0.89,0.356,5,0.944,1
0.725,0.328,0.193,0.457,23.7,14.4,0.334,0.3,0,0.954,1
0.874,0.109,0.129,0.971,32.9,9.5,0.461,0.726,1,0.969,1
0.802,0.751,0.298,0.713,36.4,48.8,0.338,0.554,0,0.919,0
0.136,0.582,0.78,0.219,10.6,11.4,0.681,0.827,1,0.978,1
0.532,0.853,0.472,0.544,32.4,13.5,0.77,0.563,1,0.939,0
0.194,0.839,0.227,0.9,11.0,26.9,0.454,0.64,5,0.648,1
0.318,0.859,0.166,0.441,13.1,25.4,0.632,0.585,2,0.703,0
0.988,0.537,0.333,0.276,36.4,52.2,0.753,0.755,4,0.999,1
0.228,0.4,0.94,0.807,6.1,69.8,0.537,0.549,1,0.948,1
0.549,0.812,0.343,0.685,15.0,65.2,0.883,0.975,3,0.898,0
0.656,0.506,0.988,0.656,24.5,23.8,0.817,0.955,0,0.993,1
0.732,0.265,0.485,0.243,61.3,22.4,0.252,0.894,0,0.999,1
0.604,0.869,0.179,0.312,34.3,82.2,0.697,0.944,3,0.978,1
0.109,0.894,0.891,0.698,4.1,2.7,0.388,0.614,2,0.831,1
0.394,0.52,0.46,0.366,37.9,75.0,0.646,0.676,0,0.979,1
0.566,0.168,0.71,0.603,33.9,18.6,0.966,0.819,3,0.999,1
0.179,0.449,0.984,0.636,18.6,80.6,0.903,0.787,2,0.988,1
0.416,0.823,0.05,0.427,36.1,30.4,0.524,0.923,2,0.908,1
0.13,0.912,0.097,0.959,11.0,38.5,0.433,0.801,2,0.17,0
0.171,0.283,0.72,0.874,8.0,60.7,0.388,0.999,3,0.959,1
0.457,0.16,0.282,0.778,22.2,50.8,0.626,0.544,1,0.942,1
0.219,0.89,0.184,0.262,17.4,28.4,0.291,0.883,1,0.777,1
0.611,0.45,0.039,0.285,26.9,48.0,0.639,0.788,4,0.989,1
0.721,0.588,0.022,0.594,30.5,62.6,0.201,0.784,1,0.911,1
0.821,0.971,0.774,0.329,65.1,5.5,0.459,0.528,3,0.999,1
0.28,0.16,0.134,0.983,41.9,2.9,0.376,0.85,4,0.969,1
0.251,0.683,0.468,0.327,37.5,40.0,0.977,0.93,1,0.978,1
0.194,0.167,0.606,0.59,29.1,12.9,0.782,0.453,2,0.989,1
0.673,0.438,0.428,0.491,59.9,57.1,0.48,0.738,2,0.998,1
0.736,0.823,0.027,0.712,20.0,19.8,0.274,0.574,0,0.571,0
0.128,0.49,0.784,0.303,7.8,37.9,0.613,0.993,1,0.978,1
0.943,0.997,0.011,0.544,33.8,18.4,0.371,0.635,1,0.863,0
0.147,0.603,0.762,0.42,31.8,47.5,0.629,0.46,0,0.967,1
0.587,0.389,0.893,0.91,25.2,11.6,0.868,0.567,1,0.987,1
0.738,0.298,0.433,0.232,39.1,3.9,0.693,0.758,2,0.999,1
0.884,0.415,0.536,0.931,24.3,6.2,0.707,0.353,1,0.974,1
0.743,0.435,0.477,0.866,22.9,81.2,0.633,0.723,4,0.988,1
0.822,0.162,0.389,0.438,40.3,13.8,0.942,0.952,2,0.999,1
0.406,0.433,0.887,0.831,12.8,60.8,0.946,0.895,1,0.969,1
0.833,0.518,0.894,0.225,27.3,7.6,0.61,0.347,2,0.999,1
0.172,0.75,0.336,0.973,8.9,11.0,0.445,0.995,1,0.33,0
0.905,0.691,0.615,0.621,29.1,44.2,0.568,0.789,2,0.992,1
0.593,0.738,0.927,0.443,33.3,40.6,0.349,0.414,0,0.99,1
0.836,0.108,0.962,0.49,27.8,81.0,0.709,0.309,3,1.0,1
0.507,0.296,0.509,0.253,24.8,80.4,0.6,0.42,0,0.987,1
0.679,0.696,0.453,0.991,18.6,66.7,0.283,0.887,0,0.76,1
0.574,0.536,0.279,0.231,38.9,52.0,0.358,0.315,1,0.983,1
0.758,0.105,0.959,0.724,25.9,39.8,0.584,0.463,2,0.999,1
0.173,0.824,0.143,0.554,20.0,31.6,0.91,0.83,1,0.577,0
0.154,0.796,0.58,0.959,23.2,80.6,0.653,0.71,2,0.753,1
0.322,0.594,0.283,0.397,11.6,52.0,0.745,0.848,1,0.877,1
0.244,0.16,0.279,0.626,38.5,50.1,0.471,0.822,0,0.962,1
0.885,0.79,0.405,0.586,36.5,21.2,0.657,0.335,0,0.958,1
0.297,0.625,0.999,0.762,15.8,5.9,0.558,0.925,1,0.966,1
0.978,0.804,0.055,0.254,27.5,80.5,0.727,0.459,2,0.968,1
0.403,0.777,0.579,0.355,52.9,28.0,0.24,0.687,2,0.994,1
0.264,0.823,0.083,0.372,27.7,38.7,0.595,0.751,2,0.836,1
0.811,0.566,0.155,0.791,23.8,11.5,0.437,0.418,1,0.882,0
0.693,0.226,0.44,0.351,23.5,71.5,0.461,0.983,1,0.996,1
0.548,0.704,0.51,0.659,38.6,4.3,0.969,0.642,1,0.967,1
0.6,0.658,0.259,0.372,32.8,71.2,0.346,0.34,0,0.934,1
0.747,0.768,0.316,0.889,40.5,13.6,0.449,0.956,0,0.888,1
0.306,0.253,0.087,0.954,16.4,75.6,0.608,0.71,0,0.567,0
0.997,0.275,0.303,0.615,43.8,62.6,0.89,0.789,2,0.997,1
0.977,0.901,0.967,0.482,31.8,15.7,0.533,0.668,0,0.995,1
0.685,0.775,0.945,0.387,20.7,49.0,0.795,0.884,2,0.996,1
0.28,0.917,0.335,0.24,22.0,28.0,0.885,0.323,2,0.871,1
0.712,0.783,0.571,0.415,73.8,16.8,0.448,0.488,1,0.998,1
0.165,0.637,0.91,0.723,9.7,73.3,0.514,0.629,4,0.973,1
0.128,0.689,0.006,0.627,12.5,35.5,0.485,0.354,1,0.319,0
0.332,0.9,0.811,0.955,25.1,35.1,0.866,0.794,3,0.929,1
0.516,0.621,0.948,0.517,24.6,16.1,0.235,0.576,2,0.994,1
0.881,0.669,0.091,0.755,49.8,33.8,0.447,0.491,1,0.956,1
0.754,0.241,0.161,0.591,40.4,74.3,0.744,0.302,5,0.997,1
0.768,0.527,0.961,0.61,20.1,32.1,0.652,0.804,5,0.999,1
0.483,0.745,0.538,0.414,108.8,81.0,0.549,0.884,0,0.999,1
0.411,0.344,0.014,0.564,31.2,80.5,0.632,0.577,3,0.955,1
0.434,0.282,0.258,0.577,40.8,14.0,0.358,0.695,2,0.986,1
0.989,0.382,0.45,0.765,40.5,16.7,0.545,0.459,1,0.993,1
0.136,0.317,0.693,0.953,32.5,73.6,0.601,0.736,3,0.978,1
0.88,0.293,0.733,0.463,23.8,34.6,0.921,0.308,2,0.998,1
0.621,0.482,0.995,0.234,21.9,2.4,0.409,0.642,2,0.999,1
0.495,0.917,0.288,0.597,43.7,24.7,0.894,0.751,1,0.912,1
0.753,0.556,0.538,0.636,22.2,51.6,0.715,0.943,2,0.986,1
0.538,0.269,0.533,0.335,14.7,68.3,0.216,0.567,0,0.983,1
0.886,0.169,0.406,0.808,45.4,13.1,0.78,0.836,1,0.996,1
0.911,0.727,0.169,0.988,49.8,11.2,0.228,0.718,3,0.968,1
0.48,0.445,0.977,0.957,14.7,78.5,0.998,0.949,1,0.973,1
0.349,0.84,0.853,0.358,37.6,64.3,0.898,0.579,3,0.995,1
0.633,0.694,0.498,0.9,33.2,51.0,0.438,0.523,1,0.93,1
0.921,0.817,0.603,0.764,34.0,65.8,0.406,0.921,2,0.986,1
0.29,0.345,0.227,0.563,33.8,37.6,0.505,0.334,0,0.906,0
0.661,0.723,0.544,0.632,24.7,65.0,0.485,0.395,0,0.929,1
0.668,0.338,0.695,0.88,19.9,32.9,0.498,0.358,0,0.967,1
0.76,0.945,0.515,0.584,24.0,22.3,0.455,0.89,2,0.963,1
0.218,0.673,0.99,0.499,16.0,62.5,0.697,0.307,1,0.969,1
0.744,0.392,0.611,0.595,30.0,36.8,0.331,0.903,4,0.998,1
0.918,0.343,0.371,0.663,47.5,83.5,0.877,0.616,1,0.995,1
0.262,0.272,0.772,0.351,30.0,31.0,0.85,0.303,1,0.994,1
0.314,0.725,0.17,0.921,20.9,78.5,0.581,0.581,1,0.47,0
0.974,0.297,0.385,0.739,47.1,79.4,0.882,0.431,3,0.998,1
0.263,0.636,0.347,0.707,9.8,22.1,0.398,0.737,0,0.59,1
0.869,0.338,0.432,0.28,22.5,68.3,0.214,0.776,5,0.999,1
0.543,0.696,0.782,0.683,44.6,37.9,0.695,0.641,0,0.985,1
0.323,0.833,0.484,0.297,9.2,78.2,0.566,0.328,0,0.771,1
0.884,0.8,0.794,0.263,26.3,39.4,0.654,0.759,0,0.995,1
0.501,0.785,0.576,0.622,30.3,63.8,0.919,0.889,1,0.957,1
0.563,0.269,0.342,0.522,22.0,40.8,0.976,0.804,3,0.99,1
0.423,0.18,0.81,0.671,41.9,20.9,0.708,0.881,0,0.996,1
0.634,0.729,0.238,0.271,21.1,18.5,0.811,0.44,0,0.903,1
0.247,0.432,0.224,0.545,6.4,37.3,0.267,0.922,3,0.897,1
0.452,0.489,0.505,0.34,16.7,64.7,0.329,0.526,3,0.987,1
0.972,0.128,0.261,0.99,37.3,52.2,0.787,0.309,0,0.979,1
0.332,0.334,0.009,0.649,15.4,59.2,0.545,0.89,0,0.69,1
0.691,0.13,0.648,0.75,28.8,25.4,0.557,0.959,0,0.993,1
0.393,0.891,0.511,0.46,41.2,42.0,0.447,0.759,2,0.975,1
0.796,0.319,0.446,0.276,56.4,5.7,0.686,0.462,1,0.999,1
0.218,0.602,0.967,0.981,10.1,69.9,0.348,0.476,4,0.964,1
0.973,0.135,0.571,0.429,33.6,84.2,0.702,0.627,1,0.999,1
0.508,0.7,0.863,0.539,24.7,35.8,0.339,0.928,1,0.988,1
